,Garda Station,Theft,Assault & Kidnapping,Fraud & Drugs & Weapons,Environment & Public Order,TotalCrime,PopulationTotalMale,PopulationTotalFemale,PopulationTotal,PrincipalStatusAtWork,PrincipalStatusLookingForFirstJob,PrincipalStatusUnemployed,PrincipalStatusStudent,PrincipalStatusLookingAfterHome/Family,PrincipalStatusRetired,PrincipalStatusUnableToWork,PrincipalStatusOther,SocialClassProfessionalWorkers,SocialClassManagerialAndTechnical,SocialClassNonManual,SocialClassSkilledManual,SocialClassSemiSkilled,SocialClassUnskilled,SocialClassOther,AgeEducationCeasedUnder15,AgeEducationCeasedAge15,AgeEducationCeasedAge16,AgeEducationCeasedAge17,AgeEducationCeasedAge18,AgeEducationCeasedAge19,AgeEducationCeasedAge20,AgeEducationCeasedAge21+,AgeEducationCeasedNotStated,EducationNotCeasedStillAtSchool,EducationNotCeasedOther,HighestLevelEducationNoFormalEducation,HighestLevelEducationPrimary,HighestLevelEducationLowerSecondary,HighestLevelEducationUpperSecondary,HighestLevelEducationTechnicalQualification,HighestLevelEducationAdvCert/Apprenticeship,HighestLevelEducationHigherCertificate,HighestLevelEducationOrdinaryBachelorDegree,HighestLevelEducationHonoursBachelorDegree,HighestLevelEducationPostgraduateDegree,HighestLevelEducationDoctorate,HighestLevelEducationNotStated,GeneralHealthVeryGood,GeneralHealthGood,GeneralHealthFair,GeneralHealthBad,GeneralHealthVeryBad,GeneralHealthNotStated,Total_Under18Male,Total_Under18Female,Total_Under18,Green,Area,PopulationDensity,GreensPerKMSQ,GreensPerPerson,TotalCrimePerCap
20,Malahide,0.006239809356578452,0.0031042267653329987,0.0033237175467201808,0.011695723065345541,0.024363476733977173,0.4914712153518124,0.5085287846481876,31892,0.4508340649692713,0.005361846231029726,0.048726953467954345,0.09676407876583468,0.07929888373259751,0.09836322588736987,0.016430452778126176,0.0018499937288348172,0.1134453781512605,0.43873071616706383,0.18073498055938794,0.10607675906183367,0.050232033111752165,0.012228772105857268,0.0985513608428446,0.016305029474476356,0.016712655211338266,0.03922613821648062,0.051705756929637525,0.08669885864793679,0.029913457920481626,0.02599397968142481,0.1918035871064844,0.20553743885613948,0.09676407876583468,0.036968518750783885,0.002916091809858272,0.037031230402608806,0.06960993352564906,0.14887746143233413,0.047472720431456165,0.0348990342405619,0.03640411388435971,0.0674463815376897,0.1006208453530666,0.08350056440486643,0.007713533174463816,0.027404991847485263,0.6756866925874827,0.2458923868054685,0.04994983067854007,0.0069923491784773615,0.0012542330364981814,0.020224507713533176,0.1313809105731845,0.1206885739370375,0.252069484510222,4,22.2523009,1433.2001056124493,0.17975669203718167,0.00012542330364981818,0.012667753668631633
21,Mountjoy,0.017627296129848598,0.010166237619442384,0.01073345259391771,0.0352545922596972,0.07378157860290589,0.5187835420393561,0.481216457960644,22919,0.4313888040490423,0.011213403726166063,0.10436755530346,0.11819887429643527,0.050918451939438884,0.1112613988393909,0.029669706357170908,0.0274008464592696,0.08303154587896505,0.2601771455997208,0.13626248963741874,0.10131332082551596,0.09123434704830054,0.04398097648239452,0.28400017452768445,0.0512238753872333,0.029233387146036037,0.036781709498669234,0.040446790872202106,0.06418255595793883,0.02220864784676469,0.021685064793402854,0.19337667437497272,0.21903224398970286,0.11819887429643527,0.08804921680701601,0.008770016143810812,0.08717657838474628,0.08211527553558183,0.11017060081155372,0.046947947118111615,0.023430341637942317,0.025001090798027842,0.050133077359396136,0.08268249051005716,0.08490771848684497,0.009555390723853571,0.06728042235699637,0.5375016361970417,0.28334569571098217,0.0890527509926262,0.01579475544308216,0.003534185610192417,0.07077097604607531,0.07975915179545355,0.0701601291504865,0.14991928094594004,4,4.049969214,5659.055362883556,0.987661828680755,0.00017452768445394651,0.03852698634320869
22,Pearse Street,0.039356749894202285,0.034013965298349554,0.02988785442234448,0.18911341515023275,0.2923719847651291,0.5121667371984765,0.4878332628015235,18904,0.5331675835801947,0.010579771476936098,0.06882141345746932,0.17123360135421076,0.041261108760050784,0.06633516716038934,0.028512484130342783,0.00761743546339399,0.10373465933135843,0.2394202285230639,0.12166737198476513,0.07733812949640287,0.06448370715192553,0.028512484130342783,0.3648434193821413,0.04512272534913246,0.02269360981802793,0.028300888700804064,0.026555226407109608,0.03681760473973762,0.016716038933559038,0.016874735505713074,0.25285653829877275,0.22661870503597126,0.17123360135421076,0.08373889123994922,0.006030469741853576,0.060516292848074485,0.053057553956834536,0.06596487515869658,0.02888277613203555,0.021000846381718157,0.025074058400338557,0.057236563690224285,0.0978628861616589,0.1239420228523064,0.020947947524333474,0.11203977994075327,0.5433241641980533,0.2694667795175624,0.056972069403300886,0.009468895471857808,0.002644942869234025,0.11812314853999152,0.05258146424037241,0.05147058823529412,0.10405205247566653,3,3.182020535,5940.879322452267,0.9427971840539991,0.00015869657215404148,0.10325856961489632
23,Raheny,0.005602913515027815,0.003121623244086925,0.006283267298995478,0.015207908112218354,0.03021571217032857,0.475847440669148,0.524152559330852,24987,0.3858406371313083,0.0058830591907792044,0.061592027854484324,0.08852603353743947,0.0793212470484652,0.1650858446392124,0.03425781406331292,0.0020810821627246174,0.08616480569896348,0.31460359386881176,0.19826309681034135,0.1398327130107656,0.0903269700244127,0.028334734061712087,0.14247408652499302,0.06695481650458238,0.03934045703765959,0.06383319326049545,0.0591907792051867,0.08764557569936368,0.023452195141473568,0.01961019730259735,0.14231400328170649,0.20158482410853645,0.08852603353743947,0.03013567054868532,0.008084203785968703,0.11217833273302118,0.1205827030055629,0.14271421138992274,0.04938568055388802,0.031296274062512515,0.027094088926241645,0.04986593028374755,0.06659462920718774,0.06079161163805179,0.0058830591907792044,0.02945531676471765,0.5854244206987633,0.28178652899507745,0.0954896546204026,0.017529115139872733,0.004202185136270861,0.015568095409613,0.11429943570656742,0.1130988113819186,0.227398247088486,4,13.65490799,1829.8914952996329,0.2929349654299648,0.000160083243286509,0.015007804058110218
24,Santry,0.009611612397018441,0.006529171103513982,0.004371462198060864,0.018466625567449418,0.038978871266042714,0.468334921257636,0.5316650787423639,35686,0.3962618393767864,0.006641259877823236,0.0650114890993667,0.1228492966429412,0.0647873115507482,0.15639186235498514,0.03499971977806423,0.002045620131143866,0.07232528162304545,0.28050215770890546,0.1796222608305778,0.13187244297483608,0.08415064731267162,0.03331838816342543,0.21820882138653813,0.06344224625903716,0.03396289861570364,0.058482317995852726,0.05638065347755423,0.07420276859272544,0.02303424312055148,0.020848512021521045,0.1476489379588634,0.20150759401445945,0.1228492966429412,0.046628930112649215,0.008126436137420838,0.10670851314240877,0.10558762539931628,0.1295746231014964,0.04620859720898952,0.030207924676343662,0.02446337499299445,0.046488819144762654,0.07168077117076725,0.06265762483887237,0.007341814717256066,0.04046404752564031,0.57165274897719,0.2826878888079359,0.0965925012609987,0.01871882530964524,0.0042313512301742975,0.02611668441405593,0.09970296474808048,0.09583590203441124,0.19553886678249172,22,15.13392195,2358.014011034331,1.4536879516548584,0.0006164882587008911,0.020512245698593286
25,Shankill,0.007623160306688992,0.004406451044328898,0.007094386181369525,0.018551158896624655,0.03767515642901207,0.4815810346347052,0.5184189653652947,22694,0.4041156252754032,0.007667224817132281,0.07358773244029257,0.1022737287388737,0.07742134484885872,0.09187450427425753,0.027848770600158636,0.002379483563937605,0.09416585881730856,0.33559531153608885,0.1830880408918657,0.12765488675420816,0.08160747334097118,0.030360447695426108,0.1475279809641315,0.040671543139155726,0.02925883493434388,0.051731735260421255,0.04494580065215476,0.0719132810434476,0.024896448400458272,0.021371287564995158,0.15753062483475808,0.20203578038248,0.1022737287388737,0.040539349607825854,0.00775535383801886,0.07098792632413854,0.09619282629769983,0.12835991892130078,0.050674187009782316,0.029655415528333482,0.03005199612232308,0.0535824446990394,0.0723539261478805,0.06750682999911871,0.007535031285802416,0.02969948003877677,0.6396844981052261,0.25486912840398346,0.07129637789724158,0.011280514673481977,0.0025116770952674718,0.02035780382479951,0.14179959460650393,0.13082753150612494,0.2726271261126289,10,20.7190533,1095.3203156246527,0.4826475348658909,0.00044064510443288967,0.019123997532387416
26,Skerries,0.004206467443694679,0.004469371658925598,0.0026290421523091755,0.011655420208570678,0.02296030146350013,0.4878625887301726,0.5121374112698274,11411,0.3819121899921129,0.006484970642362632,0.06511261063885725,0.09429497852948908,0.083954079397073,0.10297081763210936,0.023223205678731047,0.0016650600297958113,0.08947506791692228,0.3939181491543248,0.17737271054245904,0.12777144860222592,0.07019542546665497,0.020681798264832175,0.12058540005258085,0.028043116291297868,0.023573744632372277,0.04294102182104986,0.057488388397160625,0.08123740250635351,0.02637805626150206,0.025063535185347468,0.14897905529751992,0.19910612566821487,0.09429497852948908,0.03251248795022347,0.00587152747349049,0.05328192095346596,0.08167557619840504,0.14608710892997984,0.05047760932433617,0.03706949434755937,0.035842608009815084,0.062045394794496535,0.0735255455262466,0.06099377793357288,0.006222066427131715,0.019717816142318816,0.6490228726667251,0.2588730172640435,0.06695294014547366,0.009464551748313031,0.0021032337218473396,0.013583384453597408,0.15195863640347035,0.14450968363859434,0.2964683200420647,7,30.60530186,372.84389653133127,0.2287185413828165,0.000613443168872141,0.011304881254929454
27,Store Street,0.02086542501050273,0.019325024506371656,0.027633851468048358,0.10862157494281846,0.17644587592774122,0.5032908556224618,0.4967091443775382,21423,0.5256966811370957,0.014237034962423562,0.09536479484666012,0.15600056014563787,0.038790085422209776,0.047752415628063295,0.026466881389161184,0.003127479811417635,0.06731083415021237,0.2092143957428932,0.1432572468841899,0.10138636045371796,0.10152639686318443,0.04541847547028894,0.3318862904355132,0.03995705550109696,0.020958782616813703,0.02735377864911544,0.02441301405031975,0.046398730336554166,0.02296597115249965,0.022265789105167345,0.2119684451290669,0.2101012930028474,0.15600056014563787,0.1250525136535499,0.007935396536432805,0.06516360920505998,0.0549876301171638,0.08192129953787985,0.0430378565093591,0.023012649955655138,0.027540493861737386,0.0593287588106241,0.08299491201045606,0.09027680530271204,0.00835550576483219,0.08182794193156888,0.5494095131400831,0.2980441581477851,0.06773094337861177,0.011529664379405313,0.002007188535685945,0.0712785324184288,0.0593287588106241,0.0672641553470569,0.126592914157681,1,6.848610306,3128.079864791185,0.14601502426323046,4.667880315548709e-05,0.06782430098492274
28,Sundrive Road,0.013237159162967659,0.004954026632847179,0.007450856055802156,0.019617945466074826,0.04525998731769182,0.4753091312618897,0.5246908687381103,25232,0.3879597336715282,0.008203868103994927,0.1034004438807863,0.0791851616994293,0.06662175015852885,0.13268864933417882,0.0484701965757768,0.0016645529486366518,0.04807387444514902,0.21108116677235256,0.17089410272669625,0.1711715282181357,0.12967660114140775,0.05988427393785669,0.20921845275840206,0.12123493975903615,0.056317374762206725,0.06753329105897274,0.059408687381103366,0.0649571972098922,0.019023462270133164,0.017438173747622066,0.13435320228281547,0.16229391249207356,0.0791851616994293,0.046448953709575136,0.010383639822447685,0.17216233354470514,0.12389029803424224,0.11398224476854787,0.05156150919467343,0.027187698161065317,0.01957831325301205,0.03935478757133799,0.057625237793278376,0.04850982878883957,0.0035668991756499678,0.034757450856055805,0.5296052631578947,0.30366201648700064,0.1107720355104629,0.022273303741280916,0.006539315155358275,0.027148065948002537,0.10823557387444514,0.10700697526949904,0.2152425491439442,7,4.851759719,5200.587304682224,1.4427754887751894,0.000277425491439442,0.025642041851616993
29,Swords,0.006307351115994221,0.004455838369041079,0.007243280636432073,0.0168670776618039,0.03487354778327128,0.4942318256729537,0.5057681743270463,49149,0.4687786119758286,0.006958432521516207,0.0685466642251114,0.07495574681071843,0.05935013937211338,0.0554233046450589,0.027223341268387963,0.0013632016928116545,0.06333801298093553,0.3121528413599463,0.20179454312397,0.14873140857392825,0.10337951942053757,0.02984801318439846,0.14075566135628395,0.024171397180003662,0.023662739831939613,0.047162709312498725,0.060916804004150636,0.08602413070459215,0.02984801318439846,0.02730472644407821,0.13668640257177156,0.19703351034609048,0.07495574681071843,0.054833262121304606,0.0066735844066003365,0.0494821868196708,0.09005269690125943,0.14797859569879346,0.06443671285275387,0.041648863659484434,0.03430385155343954,0.054019410364402116,0.061689963173208004,0.04765102036664021,0.0034792162607581033,0.031394331522513176,0.6306130338358867,0.273006571852937,0.05758001180085048,0.008667521211011414,0.0018922053347982665,0.028240655964516064,0.1471443976479684,0.1382734134977314,0.2854178111456998,26,105.245527,466.9937184123749,0.2470413778250168,0.0005290036419866121,0.018006470121467374
