,Unnamed: 0,Theft,Assault & Kidnapping,Fraud & Drugs & Weapons,Environment & Public Order,PopulationTotalMale,PopulationTotalFemale,PopulationTotal,PrincipalStatusAtWork,PrincipalStatusLookingForFirstJob,PrincipalStatusUnemployed,PrincipalStatusStudent,PrincipalStatusLookingAfterHome/Family,PrincipalStatusRetired,PrincipalStatusUnableToWork,PrincipalStatusOther,SocialClassProfessionalWorkers,SocialClassManagerialAndTechnical,SocialClassNonManual,SocialClassSkilledManual,SocialClassSemiSkilled,SocialClassUnskilled,SocialClassOther,AgeEducationCeasedUnder15,AgeEducationCeasedAge15,AgeEducationCeasedAge16,AgeEducationCeasedAge17,AgeEducationCeasedAge18,AgeEducationCeasedAge19,AgeEducationCeasedAge20,AgeEducationCeasedAge21+,AgeEducationCeasedNotStated,EducationNotCeasedStillAtSchool,EducationNotCeasedOther,HighestLevelEducationNoFormalEducation,HighestLevelEducationPrimary,HighestLevelEducationLowerSecondary,HighestLevelEducationUpperSecondary,HighestLevelEducationTechnicalQualification,HighestLevelEducationAdvCert/Apprenticeship,HighestLevelEducationHigherCertificate,HighestLevelEducationOrdinaryBachelorDegree,HighestLevelEducationHonoursBachelorDegree,HighestLevelEducationPostgraduateDegree,HighestLevelEducationDoctorate,HighestLevelEducationNotStated,GeneralHealthVeryGood,GeneralHealthGood,GeneralHealthFair,GeneralHealthBad,GeneralHealthVeryBad,GeneralHealthNotStated,Total_Under18Male,Total_Under18Female,Total_Under18,Green,NoLowEducation,MiddleEducation,HighEducation,EducationCeasedYoung,ContinuedEducation,StillInEducation,GoodHealth,PoorHealth,TotalCrime,LowerSocialClass,HigherSocialClass
SocialClassSemiSkilled,-0.375209172183788,0.6689570494471799,0.6428868102538283,0.7517687819421944,0.38582128284276695,0.8959035114141574,0.8846752214850631,0.8908453139960297,0.8472408815204431,0.9052143328994482,0.97506118679594,0.6696258615573888,0.8382713499180525,0.5793728206570462,0.9453632890613362,0.2744941360342668,0.3733697438692356,0.6456932389699459,0.9081010034922301,0.969539652101046,1.0,0.956772432874692,0.8649494953014358,0.7825150913723107,0.9101665883351291,0.9291230179561022,0.9158411927702138,0.8528320179377075,0.8658446187047655,0.7871506088171075,0.5241574010361991,0.8888158197870862,0.6696258615573888,0.857518858351817,0.9351797089825669,0.8412325413497332,0.9491347255946625,0.8733876292961178,0.9441791981392983,0.9026003146349036,0.7760872585183775,0.6667140253201292,0.5042230727885386,0.385661106770891,0.16118216238503788,0.7871524892886764,0.8432803863462884,0.9314208244984727,0.9251471260394555,0.9001960899953664,0.808836401082351,0.6907016742437794,0.86565040950322,0.8668874621663002,0.8663684596420246,0.3339333499395898,0.9256975156160305,0.930825823494239,0.5105859682321517,0.9305445970525631,0.7523014067494947,0.857518858351817,0.8753924278080482,0.9001960899953664,0.7275045165602687,0.9967308310288594,0.7095286394283257
SocialClassUnskilled,-0.3933608267554263,0.6903643736641027,0.6686506914113179,0.7771970009679275,0.4746423579717868,0.7912355101448504,0.7758218202230853,0.7839405309785294,0.7375634633151105,0.8992585538833373,0.9508537461255124,0.6225565846435649,0.7053377664120497,0.5216609725013752,0.9533548252659653,0.3130790827436022,0.2450824321699372,0.4813656485353398,0.7776741676807694,0.8789536325307706,0.956772432874692,1.0,0.8704490879410415,0.8563712702972012,0.9044207683803391,0.8568058258471701,0.7901349070463574,0.705838584839082,0.7276064057821879,0.6463814277412567,0.433144392608902,0.78726181386506,0.6225565846435649,0.8109153649031765,0.9534414253599022,0.890740088330814,0.8828505795079032,0.7340670955919056,0.826890262639346,0.7571582320042176,0.6240509496833037,0.5280250524320265,0.3968676021218713,0.3060178106426102,0.10639972912073074,0.7925421345430906,0.7116682852952428,0.8465362127783952,0.9064054791686775,0.919523890831747,0.8441473506618925,0.7077895011637003,0.7130049384479547,0.7158071376686025,0.7144636885711279,0.22851464250766204,0.9159080747956547,0.802641748693615,0.40364618386201295,0.8984622174646998,0.6475199908836072,0.8109153649031765,0.7570539482150783,0.919523890831747,0.7528850870701013,0.9771424795486586,0.5545392259790214
SocialClassOther,-0.4708711972718001,0.8252941357577175,0.8380226633815073,0.7611532736348189,0.5791145188556823,0.8581654461719956,0.8403137841326817,0.8496699946657004,0.8308425460203673,0.9181389964013521,0.9178518105668992,0.8821835383937391,0.7054827355000056,0.5573098508137853,0.843367546473582,0.47195516696959866,0.501845648791707,0.6093445129170092,0.7702566625086856,0.7719060837857215,0.8649494953014358,0.8704490879410415,1.0,0.6079992089653679,0.6992346961827944,0.7075754314300814,0.7294992325420614,0.7114236802501054,0.7711889306718085,0.7671776433347443,0.670345595657018,0.8652813227231,0.8821835383937391,0.914961160024177,0.8473164699300039,0.6730903789165401,0.7457876249350773,0.7499534589529698,0.806043866384508,0.7508830582459409,0.7354337549836013,0.7090464788986518,0.6260618505483178,0.5741416210632846,0.4399643948677236,0.9201587697049058,0.7931534072881582,0.888812422679109,0.867953089365749,0.8607421050948327,0.8100866172985023,0.8795349735753529,0.718447677280895,0.7219128869407029,0.7202296211289153,0.31088310751231635,0.7378994897108697,0.7872345598615752,0.6396854565660538,0.722827845712847,0.8119073058527361,0.914961160024177,0.8272135771601622,0.8607421050948327,0.8518381420442295,0.874036344869534,0.6707963472545213
AgeEducationCeasedUnder15,-0.3086663874470294,0.5217151326844974,0.4392962608023626,0.6593976559760907,0.27662374222658337,0.5559078825954065,0.5653868056059519,0.5612290461912367,0.48430785421656153,0.6091909121246187,0.7222792396058654,0.36869043379445143,0.5827660067544366,0.5983386029605915,0.8961197783429855,0.13550036412566996,0.05848177525230118,0.27757912515923755,0.5903507116839345,0.7361213825538884,0.7825150913723107,0.8563712702972012,0.6079992089653679,1.0,0.9475966868090954,0.8405857946330875,0.6550849749896321,0.5368614790974404,0.46988434380861344,0.3544228925599102,0.1986078749517632,0.5547781282365962,0.36869043379445143,0.46462882586586435,0.8591311782588047,0.9879566609274779,0.8347930784676939,0.5390367012748732,0.5997733986945288,0.5290577677252961,0.3385168143566634,0.25552403535581353,0.18527470182731964,0.10789741720215833,-0.042667229068295974,0.5591887359441312,0.4792486875642285,0.6286979806188959,0.8236349488343749,0.8585224076915827,0.8154366562717915,0.44116468792508895,0.48591134672799635,0.4882011661305434,0.48709036027683017,0.12431632160299359,0.9332751260277757,0.5745978729952976,0.17749663607220617,0.91045645306603,0.39665912028171074,0.46462882586586435,0.527536220363239,0.8585224076915827,0.5743326911396804,0.8098707889160441,0.34891589981566323
AgeEducationCeasedAge15,-0.3215704284717723,0.5842669882099267,0.4911089529942399,0.706895865056844,0.26456872123320796,0.7495698822235914,0.755048627941187,0.7529884896753679,0.6830558183908986,0.7334108447438785,0.8496471539510344,0.4913436046329819,0.7793524797772793,0.6645252876175683,0.9439533323467343,0.1622312495282312,0.23017739527101852,0.5056772181329675,0.7998489375157496,0.9046420418098889,0.9101665883351291,0.9044207683803391,0.6992346961827944,0.9475966868090954,1.0,0.9633282672582422,0.8478507718299743,0.7530479741386552,0.6968356763193853,0.580162392029433,0.3544028174514944,0.7472812026814293,0.4913436046329819,0.6291473696277766,0.9054010093413366,0.969872512343187,0.9623778585219244,0.7552731711970234,0.8048319475322757,0.7563766726345664,0.5768021097438153,0.4713149927271247,0.3525932000037002,0.23908186310588073,0.03596787089628193,0.6549673094966841,0.6929200231956345,0.8012483990396927,0.9051722091012667,0.9002146329839747,0.8241628547214797,0.5283503598533175,0.7196434193051965,0.7205914850327892,0.7202012853304941,0.2590060771174135,0.9921739565076022,0.7885462438823716,0.3467487850468378,0.9906064151662191,0.5842482989999059,0.6291473696277766,0.7301607531421168,0.9002146329839747,0.6316174519601401,0.9165246606403633,0.5718651115836881
AgeEducationCeasedAge16,-0.3398786378172541,0.5701175822215333,0.4678540535389442,0.6503964329747758,0.21540370080438367,0.850394120457064,0.8597195729987608,0.85587220900621,0.7926497221875115,0.7480934725076194,0.863687771938714,0.5748019727256068,0.8959640273705511,0.7364482412943354,0.9189114017755907,0.14472302957331157,0.38404797042566613,0.6752965295779979,0.9107974253168966,0.9604999202146124,0.9291230179561022,0.8568058258471701,0.7075754314300814,0.8405857946330875,0.9633282672582422,1.0,0.9483294752957179,0.8879634552499145,0.8311955855177147,0.7274392195187858,0.4759578992349931,0.8497050466664648,0.5748019727256068,0.6827278338863091,0.8769771577727193,0.8928201305727678,0.9937865681550455,0.8858919656355211,0.9043469782027517,0.8812402908860757,0.7326604397787235,0.6258579440041928,0.4863785041678503,0.3554319412003424,0.13575763296927976,0.6615115350893965,0.8187491947149382,0.883174399579124,0.9231286949980506,0.8853624008381369,0.7870396121997842,0.5241246292613299,0.84673602239749,0.8465809923598294,0.8467744756638681,0.4017823251922475,0.9705766283182693,0.8978561429913238,0.4818164774529858,0.9874347562422832,0.7050551385955218,0.6827278338863091,0.8435326690847601,0.8853624008381369,0.5986888436202124,0.917153414910705,0.7284505790301146
AgeEducationCeasedAge17,-0.33983610673564313,0.5986844894436892,0.4767132543431998,0.5854835098686331,0.20962853015705485,0.9412876856689079,0.945436281852448,0.9441756279766166,0.9059327870478274,0.791104066770528,0.8724961037185729,0.6689975502476262,0.9597707286743727,0.7210040519357974,0.8410618955938025,0.17661057849256134,0.5616664311735668,0.8404996422895573,0.9839182558227085,0.9660594374471035,0.9158411927702138,0.7901349070463574,0.7294992325420614,0.6550849749896321,0.8478507718299743,0.9483294752957179,1.0,0.9767465089452192,0.9506881272564686,0.8841911190828806,0.6350062688184166,0.9301390495977141,0.6689975502476262,0.783001103235239,0.8038528610623313,0.7326855883859343,0.9426316373644255,0.9779512062588033,0.9756779048773295,0.973536719899956,0.892188366001927,0.8000594203814292,0.650131873116893,0.5138694970943434,0.27387493803358953,0.6913139887837901,0.93361003072915,0.9458506573254496,0.8876059554705864,0.8237132608112158,0.7210833339080023,0.5768187126702132,0.9526753279773746,0.9520561393873088,0.9525022777980646,0.5174142214962649,0.8653256175886826,0.9772613925456631,0.6493848697919191,0.9067315556814103,0.8342230400814898,0.783001103235239,0.9433615312909547,0.8237132608112158,0.5892282878890477,0.8889241739383582,0.8751994562545513
AgeEducationCeasedAge18,-0.3793039351326639,0.5928288413331368,0.4475689587455399,0.5254096881694533,0.20530748725948483,0.95734399027195,0.9633399746106739,0.9611950796407507,0.9334709690168883,0.7614188742592047,0.8258520079888102,0.7318946108716904,0.977129615216138,0.7597668868797369,0.7688628718837155,0.19905316126697567,0.6850203648293768,0.9192652343631141,0.9828301250352602,0.9107812266727062,0.8528320179377075,0.705838584839082,0.7114236802501054,0.5368614790974404,0.7530479741386552,0.8879634552499145,0.9767465089452192,1.0,0.9764167172233041,0.9370348604780191,0.7339294803471984,0.9441924588441474,0.7318946108716904,0.7806707475508012,0.7270999441952771,0.6281767961502517,0.8803744149255226,0.9957391699845781,0.9628396412129685,0.9701810535872809,0.9463908263553558,0.8838350257220903,0.7496970813895488,0.6260646447274905,0.40358147661433325,0.6728491177063112,0.9648769854596108,0.9476998372425115,0.8558821305494604,0.772452233576791,0.6660757984227472,0.5686723262300701,0.9563746640300971,0.9562024380528464,0.956419496092291,0.5723148163348484,0.7805759864149668,0.9679646164833292,0.7516155196535947,0.8281117243858306,0.8937963310931395,0.7806707475508012,0.9659375693826918,0.772452233576791,0.5564037854908277,0.8194508309402692,0.9411850795746481
AgeEducationCeasedAge19,-0.3812106209357027,0.6379880193366662,0.5279097979808666,0.5624724407864051,0.2948363985183451,0.9788224343388724,0.9743735578657551,0.9773179455550574,0.9668278962662411,0.8291604961507799,0.8640609969243402,0.7702725656577357,0.9463574823860517,0.6571369212280173,0.7504710956474356,0.2373089991892063,0.7027093610277296,0.9212768810870526,0.9797738481266349,0.9047660398280797,0.8658446187047655,0.7276064057821879,0.7711889306718085,0.46988434380861344,0.6968356763193853,0.8311955855177147,0.9506881272564686,0.9764167172233041,1.0,0.9749555247151018,0.775143029690706,0.9587972657289201,0.7702725656577357,0.8689145358818507,0.7254878600545176,0.5633896021053026,0.8338556929795624,0.9843328087524206,0.9754038506510582,0.9805419679379137,0.9786537669841431,0.9188752073989339,0.7791168905172947,0.6617586627339611,0.4338722259447771,0.7295911765425664,0.9833080629808402,0.9618935899302101,0.8279060481260384,0.7502923709634973,0.6511808249011499,0.6490895944769193,0.9723826811240869,0.9726161698905432,0.9726269891544886,0.533694875972363,0.7259319886523404,0.9797294287371449,0.7854180877877887,0.7733821555459185,0.9240012521690598,0.8689145358818507,0.983207077025795,0.7502923709634973,0.6120572938671991,0.8350093288908955,0.9447051605636884
AgeEducationCeasedAge20,-0.4057278155940648,0.6508547812248071,0.5240556328310835,0.49369808279614585,0.29466716266398146,0.9665550032646291,0.9640893860778886,0.9660608669817975,0.9741162320654398,0.7973884522256547,0.8094903076416475,0.8261716855497414,0.9037936365404172,0.6496520853712009,0.6775046482755364,0.2662465703829743,0.8128734426951584,0.953875789775329,0.9343268428468179,0.8151185581586794,0.7871506088171075,0.6463814277412567,0.7671776433347443,0.3544228925599102,0.580162392029433,0.7274392195187858,0.8841911190828806,0.9370348604780191,0.9749555247151018,1.0,0.8739710352089631,0.9376874467023782,0.8261716855497414,0.8730637428065106,0.6474996186669834,0.44969413260716856,0.7276971317910527,0.9465634613411487,0.9230646460018983,0.9308805420339397,0.9922583803634153,0.9739571174625176,0.8728453897316617,0.781761693561773,0.5832541652259746,0.7188964067718712,0.9816318440622969,0.9379300880675292,0.7788826738325203,0.6982756137060437,0.6230672651136514,0.6626956835498906,0.9347347874098914,0.936323714206852,0.9356332643340969,0.55500052899019,0.6142413674429007,0.9282709588425542,0.8810221578586243,0.6677530230553066,0.9642816458266898,0.8730637428065106,0.9747821159702426,0.6982756137060437,0.5911973106257689,0.7549244902695096,0.9690924642635764
AgeEducationCeasedAge21+,-0.46194041192617225,0.6862778828564398,0.46970979109899497,0.38695004717335385,0.35734414703449013,0.8204320397344803,0.8284584106254815,0.8252178893390347,0.8708039782070929,0.6163497275045883,0.5897198484966305,0.8567328281078805,0.7256985589672807,0.6739311160613808,0.49056171728836717,0.2764612481629175,0.9608360642914325,0.8976599454838485,0.7206104333051364,0.5272698364159255,0.5241574010361991,0.433144392608902,0.670345595657018,0.1986078749517632,0.3544028174514944,0.4759578992349931,0.6350062688184166,0.7339294803471984,0.775143029690706,0.8739710352089631,1.0,0.7836535860050312,0.8567328281078805,0.7327886277891694,0.43481440468309906,0.26955034626420993,0.46271765436968443,0.7384406404549014,0.6710717968230969,0.6731148268974738,0.8505929514754823,0.9460426988306153,0.9915099869849431,0.9842225813823166,0.8773165766038442,0.6631015672829708,0.8469050580075189,0.7775521477141734,0.63949153423653,0.572941585265451,0.5596523892718481,0.6544926536318434,0.6926267823893507,0.696566970703358,0.6946362650207996,0.5034005024068717,0.383792699393421,0.6734856123967599,0.9962261002529278,0.43755401271865,0.9422623777525811,0.7327886277891694,0.8314272956693992,0.572941585265451,0.5498139040920361,0.5034550245902746,0.8992616513567913
AgeEducationCeasedNotStated,-0.4108688257439688,0.7421819725616455,0.6482353992218206,0.6509595224091067,0.36079353531089176,0.9832307074776352,0.9804662905974363,0.9825962266465383,0.9696577602087699,0.8509118930368825,0.8938413041593224,0.8493006488241243,0.9303883756760946,0.7324292678529981,0.8109504716821607,0.3606410372700356,0.6897878994845994,0.8779571453532149,0.9610347184320124,0.9003160524505992,0.8888158197870862,0.78726181386506,0.8652813227231,0.5547781282365962,0.7472812026814293,0.8497050466664648,0.9301390495977141,0.9441924588441474,0.9587972657289201,0.9376874467023782,0.7836535860050312,1.0,0.8493006488241243,0.8866730812122371,0.7904822870500414,0.6513746741410473,0.8652312314157627,0.9626441634385225,0.9586272001434786,0.9471731311495529,0.9377877342678576,0.8921496343034879,0.7846175382647578,0.6854492316898235,0.48398799421593675,0.846006193969549,0.9666851814674248,0.9836737318841149,0.8964932019010208,0.8285880566367235,0.738896708368025,0.7582763611598075,0.9177462751811564,0.917861709757342,0.9179258198399255,0.5494854066078789,0.78649858944831,0.9566599229078815,0.7896726972001782,0.8093835751888961,0.9461428952589069,0.8866730812122371,0.978086438512028,0.8285880566367235,0.7213763186077773,0.86837205341346,0.9128368079477205
EducationNotCeasedStillAtSchool,-0.496771721810837,0.7532718393812889,0.68483885251251,0.5510833796359308,0.47867411482059474,0.8433096545791409,0.8406002175462438,0.842591385038647,0.845051469929592,0.7415919489095745,0.7247895577645691,1.0,0.7230291236482724,0.693937617759109,0.6607834231400794,0.4265661955654451,0.761311681468819,0.7633438158673769,0.7334912296948028,0.6131567309428853,0.6696258615573888,0.6225565846435649,0.8821835383937391,0.36869043379445143,0.4913436046329819,0.5748019727256068,0.6689975502476262,0.7318946108716904,0.7702725656577357,0.8261716855497414,0.8567328281078805,0.8493006488241243,1.0,0.7973597378319246,0.6317920748002613,0.45472306274054614,0.5924398556794352,0.7586518703320921,0.7235590802480111,0.7018579597665655,0.800613206438798,0.8500735788968132,0.8288536481418173,0.8055478182176693,0.7232892550285965,0.8036908210546205,0.8200693825536544,0.8448711316568558,0.775646100333137,0.7264007153475921,0.689179537111843,0.7749362418534712,0.6717526948155453,0.6757545300056853,0.6737893532647082,0.49603247933900185,0.5465227985485095,0.7171549443884425,0.8414267355625656,0.5541407299088894,0.9004490654810211,0.7973597378319246,0.8328824736007084,0.7264007153475921,0.7012193738798723,0.6624022280767918,0.7923238889852614
EducationNotCeasedOther,-0.38908554088125313,0.8020949601584725,0.7600831557986101,0.7249115405684775,0.5281901810923338,0.9092399677089165,0.8829730205126741,0.8964566461095456,0.9088963498835003,0.9594131369662876,0.9232811784869521,0.7973597378319246,0.7492919608228288,0.43934157386852507,0.7440302619161527,0.38566254134032546,0.5803089821704289,0.7309734042622476,0.8449393882415791,0.812941020030224,0.857518858351817,0.8109153649031765,0.914961160024177,0.46462882586586435,0.6291473696277766,0.6827278338863091,0.783001103235239,0.7806707475508012,0.8689145358818507,0.8730637428065106,0.7327886277891694,0.8866730812122371,0.7973597378319246,1.0,0.7529901320150144,0.533043292238366,0.7129748655216713,0.8125599098480837,0.8696398513443658,0.8379400168940566,0.855440001394002,0.8135275297235467,0.7015626861651625,0.6266209753784043,0.41630420411395885,0.8852108222648171,0.873530688271131,0.9058814798462457,0.7787104814077314,0.747962729524991,0.6691212038377597,0.8579890121868515,0.835359667008995,0.8383531666285032,0.8369279100758105,0.3067547896199561,0.6506765364677086,0.8598261846917721,0.7153321064543858,0.6718193716322906,0.8605207694707655,1.0,0.888972495264148,0.747962729524991,0.8057219578559532,0.852066676901534,0.7753988675989426
HighestLevelEducationNoFormalEducation,-0.4357079873362218,0.6349107735650354,0.6281649761460053,0.7293434105941216,0.4109708713503722,0.7876777262765774,0.7820443632765027,0.7854108461213195,0.7226549262849474,0.8469108520600576,0.9163396591996174,0.6317920748002613,0.7429700535013567,0.5992177036776203,0.9695135523700205,0.30669657176289516,0.2835112850550763,0.5051968728388974,0.7782253612803776,0.8680499754246476,0.9351797089825669,0.9534414253599022,0.8473164699300039,0.8591311782588047,0.9054010093413366,0.8769771577727193,0.8038528610623313,0.7270999441952771,0.7254878600545176,0.6474996186669834,0.43481440468309906,0.7904822870500414,0.6317920748002613,0.7529901320150144,1.0,0.8983490671113624,0.8943609769517209,0.7497157794694531,0.8204272229873176,0.7511264117659789,0.6217994087398802,0.5305466426043223,0.4085905383087519,0.31572034894150397,0.14130389382606118,0.7521861442314166,0.7181419600036668,0.8414854934558381,0.9200834637811279,0.9185150349388229,0.8492492386618964,0.6451794868820262,0.7204813926239844,0.7213807671298201,0.7210156898528087,0.29624757248776706,0.9274086832165745,0.7963253543533431,0.41247518045406373,0.908873596921625,0.6500169818485868,0.7529901320150144,0.7600855321663416,0.9185150349388229,0.7017299284827669,0.9484256059199354,0.5749964044768724
HighestLevelEducationPrimary,-0.3243204092519829,0.5502778180633814,0.4774835332375146,0.6730709793072971,0.27974569625329504,0.639680308327866,0.6489049392921094,0.6449377631307118,0.5672960921239971,0.660589213736197,0.7797209179727228,0.45472306274054614,0.6640393261316054,0.664292881526233,0.9308824878851238,0.1909268784627196,0.1307116742164174,0.3683070466734027,0.6733303235839236,0.7997879936348641,0.8412325413497332,0.890740088330814,0.6730903789165401,0.9879566609274779,0.969872512343187,0.8928201305727678,0.7326855883859343,0.6281767961502517,0.5633896021053026,0.44969413260716856,0.26955034626420993,0.6513746741410473,0.45472306274054614,0.533043292238366,0.8983490671113624,1.0,0.8936229406395367,0.6331058673275684,0.6861569577572633,0.6198417032680247,0.43458881366117663,0.3462810173111403,0.2599720195585341,0.17015318217652314,0.005431267668096169,0.6164569364487217,0.5656622193394565,0.7106858720921795,0.8854872106777129,0.9052760301382977,0.8468022313324232,0.4867029122902174,0.5681903044426015,0.5697091343173988,0.5690054027593666,0.21606376485015963,0.9708537120983878,0.6628510726024529,0.25302783901029086,0.9466580960497462,0.4860036675979773,0.533043292238366,0.6131718593209738,0.9052760301382977,0.6021196522192233,0.8623374078385361,0.43824190538905755
HighestLevelEducationLowerSecondary,-0.3429918069248851,0.5820198707420976,0.5079647837174303,0.6763328547180834,0.2390749565624001,0.8566124018475578,0.861143422861291,0.8596292406309834,0.7950530317213695,0.7774478395603781,0.8917424280684153,0.5924398556794352,0.887162339367815,0.7081272464185918,0.9239408283895473,0.20199246194782736,0.36185970408612445,0.6556670365574191,0.910448427725095,0.9696567532289208,0.9491347255946625,0.8828505795079032,0.7457876249350773,0.8347930784676939,0.9623778585219244,0.9937865681550455,0.9426316373644255,0.8803744149255226,0.8338556929795624,0.7276971317910527,0.46271765436968443,0.8652312314157627,0.5924398556794352,0.7129748655216713,0.8943609769517209,0.8936229406395367,1.0,0.8844528794208419,0.9149854189038996,0.8865466363423777,0.7311572811310884,0.617646084429174,0.46919216917940737,0.33717743131634825,0.12048468833200672,0.6926979936273827,0.817799945243064,0.8931373114902519,0.9283867419699426,0.8904583070703831,0.787039823213392,0.5585199960240327,0.8494665445216407,0.8489937318073704,0.8493508080957267,0.38650496951304936,0.9748883745533593,0.9065115708456664,0.4661902795254097,0.9820733496650094,0.7061821915599407,0.7129748655216713,0.8458762255111638,0.8904583070703831,0.625018354610225,0.9390159748288907,0.7134544723079057
HighestLevelEducationUpperSecondary,-0.39009382534836273,0.6101982873841688,0.4858283723823578,0.5440033433149467,0.2365314514164211,0.9701160062278413,0.9729746758384208,0.9723635072066801,0.9453570718681665,0.7917109179427098,0.8533798070037217,0.7586518703320921,0.9748191643296248,0.7431481284996491,0.7848894416139071,0.22877033401679542,0.6783553734836505,0.9133505638173638,0.9872869924413133,0.9209427850251402,0.8733876292961178,0.7340670955919056,0.7499534589529698,0.5390367012748732,0.7552731711970234,0.8858919656355211,0.9779512062588033,0.9957391699845781,0.9843328087524206,0.9465634613411487,0.7384406404549014,0.9626441634385225,0.7586518703320921,0.8125599098480837,0.7497157794694531,0.6331058673275684,0.8844528794208419,1.0,0.9758459297164072,0.9791808943397079,0.9551179123630713,0.8897045835816624,0.7505374295248399,0.6274263250727663,0.40522044472913915,0.7029680884312846,0.9723891118293052,0.9632472041926187,0.8673595880558653,0.7871104671931368,0.6818989283748038,0.6009464857065835,0.9620207994712172,0.9616901177361225,0.9619893241506157,0.5790849155003589,0.7859700913878064,0.9794931825449446,0.7539563951849583,0.829009802012672,0.9057992961861348,0.8125599098480837,0.9759275925970241,0.7871104671931368,0.5816442680378023,0.8423175946325344,0.9381197024784484
HighestLevelEducationTechnicalQualification,-0.36888955463494,0.6386344847685855,0.5634950217407195,0.631770563120953,0.294486944891488,0.967349421435182,0.9612181280463554,0.9649703169232952,0.9377982341161641,0.8618615874467385,0.9235407321143365,0.7235590802480111,0.936849910525324,0.6425937819936365,0.8408223143578091,0.2533762248931514,0.5734941809378342,0.8358098061351692,0.9846264314018233,0.9668692769797221,0.9441791981392983,0.826890262639346,0.806043866384508,0.5997733986945288,0.8048319475322757,0.9043469782027517,0.9756779048773295,0.9628396412129685,0.9754038506510582,0.9230646460018983,0.6710717968230969,0.9586272001434786,0.7235590802480111,0.8696398513443658,0.8204272229873176,0.6861569577572633,0.9149854189038996,0.9758459297164072,1.0,0.9895952033015514,0.9253558293509175,0.8332557819284245,0.6701415259429195,0.5417539018857515,0.30466939320005193,0.7502804228450175,0.9517926454833388,0.9715448621994622,0.8817261559946228,0.8168644833599178,0.7169922320839431,0.6553960146002433,0.9661903903278,0.9662934135969651,0.9663704125070078,0.49262814317195364,0.8297963202114119,0.9985294342199283,0.6761383593306327,0.8621279913112483,0.8688056761922057,0.8696398513443658,0.9639328908552921,0.8168644833599178,0.6481670510233772,0.9198481509090826,0.8751632717853868
HighestLevelEducationAdvCert/Apprenticeship,-0.3234970505118877,0.6009672359080751,0.521316831069705,0.5835521977919038,0.2447682446193332,0.9558587638670994,0.9512644565494447,0.9542610734245216,0.934653132163051,0.8140564670192886,0.8727159316776341,0.7018579597665655,0.9344618423216668,0.6250683898544258,0.7818827254591407,0.2094404677590673,0.5936563392002585,0.8614687611635334,0.9850783312097858,0.9501962580929347,0.9026003146349036,0.7571582320042176,0.7508830582459409,0.5290577677252961,0.7563766726345664,0.8812402908860757,0.973536719899956,0.9701810535872809,0.9805419679379137,0.9308805420339397,0.6731148268974738,0.9471731311495529,0.7018579597665655,0.8379400168940566,0.7511264117659789,0.6198417032680247,0.8865466363423777,0.9791808943397079,0.9895952033015514,1.0,0.9411821266352464,0.8477046457439712,0.679967124264646,0.5470953555015539,0.3115922580148991,0.711118254386318,0.9532646810333465,0.9497010629884545,0.832383816925589,0.7563625648990678,0.6530316738977227,0.6184816592612425,0.9727189627350846,0.9718595919471461,0.9724317926005888,0.5001120379124254,0.7808205469019024,0.9959399754877422,0.6856369233549625,0.8234320900837236,0.8646704851170687,0.8379400168940566,0.9583656375853019,0.7563625648990678,0.6032404812203152,0.8700850299871508,0.8930633661932631
HighestLevelEducationHigherCertificate,-0.3818765870300316,0.6397267487201287,0.5075223614473883,0.48665727382960366,0.27782037746588717,0.9603941496831704,0.957154077611723,0.9594967033408333,0.9673199131168736,0.7828023984760393,0.793441808706766,0.800613206438798,0.9119670992695994,0.642952821298611,0.6566173573550945,0.24185887544972762,0.7971344855701734,0.9603796130128671,0.9405420884776392,0.8201677123893966,0.7760872585183775,0.6240509496833037,0.7354337549836013,0.3385168143566634,0.5768021097438153,0.7326604397787235,0.892188366001927,0.9463908263553558,0.9786537669841431,0.9922583803634153,0.8505929514754823,0.9377877342678576,0.800613206438798,0.855440001394002,0.6217994087398802,0.43458881366117663,0.7311572811310884,0.9551179123630713,0.9253558293509175,0.9411821266352464,1.0,0.9706711143037036,0.8534729282040441,0.7575828312092716,0.5510901964521304,0.7064284682019414,0.9790137672540478,0.9288818602013187,0.7582431137842843,0.6700357380782345,0.5859188102619932,0.6475415243890037,0.9409446429720271,0.9420091935867554,0.9415889191846866,0.5682314504803908,0.6077639164758264,0.9335859871879865,0.8635707117997881,0.6656207289537922,0.9522110938231184,0.855440001394002,0.9702031113906437,0.6700357380782345,0.5792444297665688,0.7406344769955748,0.9715566730981681
